time,ISONE,F,E,G,D,C,B,A,H,I,K,J,IESO,PJM
140,10265.3754217,1519.6790218859999,891.9844775199983,1258.0711882,397.8112383,1853.2247765099958,1231.245818135,1807.9141426800006,341.1695584,742.7,2361.499778,5869.5,11389.9302171,15778.337540499999
141,10060.9950424,1476.518822518,883.9405186600001,1223.0921837,431.31632920000004,1829.330346039999,1197.0665451959999,1788.3480401100007,335.9568875,727.1,2308.1469939999997,5784.8,11163.1603029,15464.195827700001
142,9686.1832863,1395.9878545319998,858.8983671800014,1164.1131441,457.0533573,1792.5329904490002,1142.708356163,1764.1665328500003,315.0929022,695.5,2226.313161,5654.1,10747.2885444,14888.093527199999
143,9183.6007945,1307.6577817350003,817.7644509169997,1088.2647388999999,493.8022568,1722.768803775998,1076.302728593,1700.9157170900016,295.3277077,646.3,2086.3958154,5415.4,10189.6489807,14115.6019383
144,8662.222278500001,1231.1082018930001,765.301189503,1012.988959,488.2628006,1654.3283814539964,1016.5903790099999,1631.6187280000013,271.4359621,604.0,1923.4653979,5110.8,9611.1543145,13314.220021600002
145,8302.0883166,1183.548609118,746.3053328910016,962.2619539,505.54215880000004,1625.2504204809948,982.628758274,1594.4149832400008,248.3096358,572.3,1792.7836018,4864.5,9211.5682773,12760.67814
146,8091.847380200001,1160.367507871,725.0452990210001,933.8373290999999,499.54942030000007,1602.109870663998,968.504996074,1569.8088805599998,244.0498423,545.3,1732.626854,4710.9,8978.2957953,12437.5284905
147,8001.3519089,1154.694952674,736.9817595260006,928.2760252,520.8895856,1593.6887954949977,962.968499091,1567.7248983600007,240.7009464,533.3,1697.0578708,4608.5,8877.8866959,12298.432935499999
148,8002.9358440999995,1162.551577283,752.2969984420014,928.8324921,523.77959949,1601.788118648997,969.3939179550001,1571.0398021300007,246.1184543,527.6,1693.5490396,4576.0,8879.6441483,12300.8675142
149,8182.6596377999995,1198.498475357,781.0166751920001,954.1163687,535.96633238,1655.4794765259967,1000.7898812630001,1595.8956025400018,254.0138275,539.6,1747.2233603,4646.0,9079.056385200001,12577.1109614
150,8735.822445400001,1292.0152999339998,887.3257675210014,1020.3518402,580.81075812,1812.032774919997,1080.78542849,1685.5171272399987,277.7440063,581.8,1907.2669977,4921.4,9692.817257699999,13427.3467404
151,9702.550611899998,1447.038328164,1026.9565894570019,1133.1195584,644.80202993,2052.309236366999,1206.7210547000002,1844.7495227900001,322.8834385,661.7,2171.4702415,5462.3,10765.4488889,14913.250833799999
152,10375.670076800001,1530.840062569,1078.0181726849999,1196.898633,626.6773123700001,2135.365269580998,1292.4616999230002,1965.4079385300001,350.0987382,730.8,2318.6988396,6002.6,11512.3074658,15947.865322200001
153,10542.405606299999,1518.708202193,1055.0224214349987,1204.588959,586.18434859,2097.064770443999,1303.003309247,1970.1879336500017,342.3359621,738.6,2295.4874277999998,6315.9,11697.3085939,16204.145227000003
154,10622.658298800001,1502.986908669,1052.144417279999,1217.3003155000001,575.8389871100001,2097.1784757559994,1313.4275019210002,1982.0250790100013,333.1118297,739.4,2248.3864857999997,6480.2,11786.3528397,16327.497179999998
155,10658.8248091,1478.452366325,1022.2826061330004,1208.5987381999998,580.3538844,2085.065153528999,1323.3018901030002,1986.85779621,337.0526814,746.5,2226.868218,6552.5,11826.481332,16383.086708600002
156,10615.6361881,1460.9930595460003,1012.0680232570028,1186.5503680000002,573.1972969999999,2075.7885523479977,1333.110183006,1998.741706180002,329.0388013,738.3,2183.4120087,6577.5,11778.5614725,16316.703883299999
157,10539.3433328,1481.426656027,969.7833714869985,1152.7391167,556.7660349,2023.8890374109963,1330.844813399,1975.4580321800004,321.116877,725.9,2120.8427273,6566.1,11693.9108533,16199.4383751
158,10552.0148104,1485.5452157099999,944.8490251399991,1155.4536628,531.9553735999999,2016.6533418479999,1335.295115718,1970.8443463600026,314.0623554,722.0,2121.2582302,6568.7,11707.970469299999,16218.914998299999
159,10591.771572,1500.5249215219999,928.0002403300032,1180.9600421,496.04771270000003,1978.225250587998,1334.813804312,1936.5769657700007,317.9015773,726.4,2193.2661523,6553.7,11752.082522,16280.0229006
160,10773.8712692,1540.170977881,903.4464327600041,1219.6954784,439.0906580000001,1944.578089259998,1343.643857029,1902.934445630001,337.6804416,748.7,2277.80962,6649.4,11954.1309404,16559.9182252
161,11191.1324752,1637.132965027,916.820487540001,1295.3357517999998,362.24695570000006,1986.404385956999,1387.1109471219997,1920.5215597900005,360.790694,788.9,2438.169586,6794.6,12417.102419,17201.267213900002
162,11611.9311379,1723.060410129,950.1394807600021,1365.7744479,359.2326751,2065.725852297995,1437.328284986,1991.6405171600006,391.1417981,822.7,2620.923201,6912.7,12883.998872,17848.0534266
163,11517.5286265,1715.0019982410001,905.6028971100014,1366.7567122,326.1652452,2008.8218013939986,1414.914656391,1947.0088792000008,399.0267087,830.2,2598.767769,6762.8,12779.2547229,17702.9525772
164,11287.9108878,1681.6497899039998,862.8903959100026,1341.8712233,286.8491002,1934.6277442049993,1370.5953338309998,1901.7082027700021,398.5208728,811.3,2504.5873380000003,6618.9,12524.4827466,17350.0199278
165,10887.967367700001,1614.269243376,829.6528647500019,1298.2164038,294.2404072,1858.639881493001,1307.8669293120001,1836.247395330002,377.465142,779.8,2415.335067,6403.1,12080.72607148,16735.288984500003
166,10370.6542831,1511.390483527,800.3006479700033,1224.8228531,308.8590671,1777.521096729995,1228.7993010120001,1797.0105913500008,356.0069926,732.8,2271.388966,6138.8,11506.7422063,15940.155819900001
167,9657.1444835,1403.4967933260002,755.5429052399983,1131.9194883,307.25625419999994,1681.2106553639976,1150.491688459,1716.1868244100021,320.5808097,673.1,2089.2812486000003,5770.4,10715.068591,14843.4596002
168,8966.1265563,1309.432229159,695.6470154000015,1044.2516999999998,290.34734259999993,1577.4709689499994,1067.9265977100001,1606.9838711999998,281.1387487,620.5,1873.8515262,5324.7,9948.350800299999,13781.334379
169,8453.301286400001,1245.044636764,581.513869940002,982.7161935,222.15412639999994,1442.6176951470006,1010.827453989,1495.1028418800013,252.3572555,578.0,1676.2325928999999,4955.3,9379.3463764,12993.099185299998
170,8155.5743539,1212.569400698,533.0259197999987,947.8629862999999,214.1120699,1375.8103875719994,974.638877568,1442.1033350760017,245.9119874,553.4,1570.8650358,4718.5,9049.0039531,12535.4796772
171,7988.891622900001,1197.976445865,511.3616800699992,932.4436733,195.94874929999997,1340.4585637019973,959.134296884,1410.4533713399992,241.2377497,539.9,1503.7688029,4581.5,8864.0614056,12279.2809231
172,7918.987303000001,1197.255205115,520.1351288300008,924.7372240000001,202.35163739999996,1339.713737379,956.114855321,1387.6593809120034,237.8958991,533.8,1494.7369321,4530.8,8786.4991837,12171.8348813
173,8011.383495400001,1206.696792826,531.4747496099989,937.3194883000001,200.87722619999994,1355.3055562669995,969.115778885,1395.5194835510022,243.4808097,537.5,1515.6434479999998,4577.1,8889.0172258,12313.851929600001
174,8445.117623400001,1284.3224498499999,596.6917547199979,987.7969155,211.04622640000002,1433.388581529999,1030.865063771,1454.147138324001,267.3343323,574.0,1623.2742039,4821.5,9370.2662064,12980.5205308
175,9273.3042985,1416.491483064,718.952019300002,1069.7178759,238.09199169999994,1597.6523301289963,1139.676589616,1580.3664110300008,297.370347,645.6,1841.5309527,5324.1,10289.1793541,14253.4802062
176,9953.3402783,1490.746237331,796.0421112899993,1143.3648641,264.5905511,1742.548436994999,1215.7157489960002,1682.1994103699992,320.3752591,716.4,2003.2888097999999,5848.6,11043.7121427,15298.7256761
177,10191.0360848,1491.1331234489999,838.8564938000005,1196.3823344000002,302.97708159999996,1786.131508339996,1214.117064603,1700.75144611,332.5375394,725.0,2068.9967425,6152.7,11307.447131,15664.0746784
178,10271.8695539,1482.598580406,876.5124730900013,1216.3807571,345.4906164,1793.5663737539985,1208.305660724,1713.8269678100016,327.1783912,730.0,2117.2735127,6306.8,11397.135769740002,15788.319303499999
179,10308.2472548,1473.842797511,905.740959980005,1205.7727305,381.9652637,1830.961680234997,1219.53312396,1738.8404629699994,319.7773922,744.7,2153.9322559,6388.6,11437.498583175,15844.2334497
180,10291.8799294,1440.510935835,920.5346595099999,1197.5630564,425.47717420000004,1887.7769418049968,1227.3790599210001,1771.4376938600003,314.0146162,745.6,2195.2558627,6430.2,11419.33825144,15819.076144400002
181,10254.3406755,1424.831283296,933.5300439650042,1191.8388714,493.44751099999996,1909.066201359998,1218.3054780589998,1810.7954830200015,311.3576761,739.8,2220.8607856999997,6435.9,11377.6866292,15761.3766455
182,10215.1118923,1419.069347923,910.5259839529965,1175.0807921,503.0669809,1907.5014732860006,1231.404193412,1813.696006710002,305.3297056,735.5,2206.8755161,6436.8,11334.16039844,15701.0802599
183,10165.8515211,1419.052523846,922.9979494020005,1167.8453207,491.40114760000006,1912.3243442229946,1234.734457475,1793.1446779100015,302.2995268,733.6,2198.3500521,6412.3,11279.503637,15625.3648934
184,10177.2030547,1437.987907706,940.2690994490024,1183.5953382,506.11260562,1948.9277454129983,1221.488173138,1784.5955425300015,300.575184,737.1,2235.1650704,6415.9,11292.0987095,15642.8127006
185,10472.3956905,1507.404732283,978.3970787800031,1242.7308097,523.12865459,1992.2098741769983,1233.531690588,1814.0716668600032,318.6053628,759.5,2357.4058449999998,6518.7,11619.629213,16096.5368836
186,10855.655098399999,1587.47381747,1022.2870015020043,1305.2339642,554.4533218700001,2073.369698901002,1299.8392220090002,1891.9435102800014,345.1236593,789.6,2536.825804,6622.4,12044.874054900001,16685.623593599998
187,10771.2841751,1578.536750281,1019.7395531210029,1296.1870662,570.55985143,2078.7265540519984,1287.06784513,1892.1063074100005,359.0149842,792.2,2556.411089,6478.7,11951.2604349,16555.9417418
188,10511.043698,1532.332281634,985.9797998630003,1262.9338941,565.95947757,2038.243789727001,1248.7425502390001,1859.972583800002,351.6210305,775.1,2481.564593,6314.4,11662.5110412,16155.940576900002
189,10177.2030544,1473.079179807,941.0516256850021,1222.1177708,543.29235458,1963.1104319939957,1203.5150623069999,1824.4468103500026,339.0164038,740.8,2379.020361,6105.1,11292.0987153,15642.8126952
190,9673.1950213,1384.973869545,868.583629158001,1153.2161584,514.8067969,1835.6583225149996,1142.2967678750001,1767.8281140500012,310.3059411,707.2,2221.9804003,5824.1,10732.8774385,14868.129986400001
191,9047.4880024,1280.600420658,771.9543604129988,1065.5242200999999,451.5143857,1677.3930375069951,1066.277227654,1671.2556448500004,284.7582545,650.4,1987.9391158,5480.9,10038.6252585,13906.390534699998
192,8409.6902831,1204.845655376,694.50443236,987.9986808000001,414.3175093,1554.6181223029992,990.1087513130001,1571.6429061200006,247.8414396,586.8,1770.6134119,5082.9,9330.9578597,12926.067140399999
193,7939.578454,1138.747175234,613.2362422400017,929.4687792999999,379.66789929999993,1472.5007803379992,947.584005906,1509.8968780000018,226.8474046,551.0,1617.3417444000002,4749.5,8809.3460625,12203.484394799998
194,7679.2323818,1111.659726636,605.9853781900001,894.9725902999999,378.7885458,1442.0806370280006,928.795482926,1467.8508752900004,215.1721346,525.6,1533.1446293,4540.3,8520.4795101,11803.320928800002
195,7546.6042469,1100.1234489869998,610.3973049599995,876.9919382999999,378.78554230000003,1429.591201437998,919.1050859019999,1450.4457309700022,210.5976866,512.0,1490.3453936,4431.1,8373.3221837,11599.4656002
196,7523.637193,1103.518138824,606.4817736499996,870.6903259999999,359.06762059999994,1408.3857417599954,920.1407736570001,1444.498905870001,210.887224,506.2,1472.9128289999999,4391.7,8347.8391273,11564.1642196
197,7664.9241710999995,1133.6296529390002,633.8310869100002,884.9241850999999,354.08527499999997,1433.2424301849978,942.331300639,1462.2413046300012,220.6069401,513.8,1512.8411578,4437.3,8504.6038599,11781.3285744
198,8158.7950215,1201.55,707.9407079399994,943.1999999999999,361.36814160000006,1535.0818584399958,1013.223451383,1543.388716900002,250.05,551.6,1639.2971239,4686.2,9052.5774394,12540.4299857
199,9108.0471084,1333.33764457,842.4143215299968,1046.1177007,396.0070929,1760.391812989997,1138.665489684,1690.2833217300017,290.713775,631.4,1889.4855079000001,5245.9,10105.818513,13999.472568
200,9750.1742502,1407.935856991,899.9432647200001,1109.2564318,387.1603693999999,1884.9309956129985,1225.142274546,1782.8258374700006,310.3161935,693.9,2041.3054425,5767.2,10818.2896159,14986.450478
201,9913.1083359,1424.4942170059999,899.4525071100006,1123.7919734,400.90802279999997,1884.269073979999,1235.2624189439998,1776.1503155300009,304.4490011,692.4,2028.8558039999998,6040.9,10999.0728631,15236.887391799999
202,9994.944964,1434.3136169040001,877.7852887400032,1131.4549597,387.59781440000006,1871.5477717609974,1244.376911135,1791.3545565800023,296.2109884,694.0,1963.1747585,6190.7,11089.8745481,15362.6739258
203,10031.1642715,1434.3905893740002,866.3211052300001,1133.1872414999998,348.0824099000001,1852.6938557000033,1258.245512992,1797.3029659300028,296.4715563,700.9,1902.6547636,6234.7,11130.0616237,15418.3446077
204,10054.2369214,1430.0507363680001,833.2937980199973,1129.9840519,298.69288460000007,1821.7218918329972,1258.058636621,1779.8753519700012,290.3019453,692.9,1858.8373708,6279.6,11155.661847200001,15453.8082954
205,10036.3384576,1424.745425506,802.9593947800016,1122.1824395,280.0805535,1796.786238325002,1252.0262319489998,1774.2717105399993,286.2914826,693.6,1836.8898562,6303.0,11135.802632,15426.297564600001
206,10079.474281100001,1422.892324379,803.9807921399938,1114.6663162,275.42874170000005,1798.5216964099957,1251.7215562569997,1777.3407115700002,288.8868559,706.2,1884.4276728999998,6314.8,11183.6639113,15492.599235500002
207,10093.518502800001,1409.0029965779997,792.7976662699926,1116.751735,242.36034139999998,1760.801180276,1253.6688865320002,1767.278847690003,291.6900631,710.6,1951.5482828,6309.3,11199.246653499999,15514.185826600002
208,10245.048257999999,1439.4942170059999,797.7812119800019,1140.5919734,259.28217650000005,1785.1084123069993,1256.984002082,1769.9254209700018,304.6490011,721.8,2076.9335855,6366.5,11367.3762449,15747.093788200002
209,10615.055413099999,1520.379449782,851.6766490800006,1210.3785788999999,248.91019620000003,1847.0754236279993,1297.919376156,1816.7937108300011,324.8109959,743.6,2244.6699049999997,6516.6,11777.917067499999,16315.811202000003
210,11111.9357389,1611.2446898379999,896.4383035000026,1303.4983877,250.77617860000004,1946.9671066929964,1372.1085490219998,1887.7483075600023,362.8395373,789.7,2432.628939,6661.5,12329.2298039,17079.5383107
211,11061.3026253,1605.019925903,887.6744838599993,1312.5515948000002,236.29788109999998,1940.6447678020004,1368.113497434,1886.863522430001,380.3848055,793.6,2457.1161869999996,6519.7,12273.0499169,17001.7129679
212,10857.1862355,1576.470346861,859.1791111299997,1287.4758149000002,237.47485979999993,1884.9736255469995,1334.033890807,1855.576520940002,370.4930599,781.3,2398.489436,6390.4,12046.5729224,16687.9770168
213,10529.5757347,1522.5906942220001,823.8249943299996,1245.3516299,231.25688359999998,1838.687706047999,1288.543593589,1817.812523560002,363.0361199,756.6,2322.979189,6193.1,11683.07323917,16184.425138199998
214,10060.942244900001,1428.1906937219999,761.4154423400031,1179.5516298999999,241.58513190000002,1733.1531084889973,1222.014488113,1751.4861854900007,346.1361199,715.8,2191.483867,5971.7,11163.1017289,15464.114674700002
215,9426.206799399999,1327.096004285,690.8879759900007,1098.1532422,200.13477159999997,1607.8141518679988,1141.0666075479999,1651.329892170001,319.6465825,656.9,1987.3541046999999,5637.1,10458.8320683,14488.4981254
216,8813.5408428,1243.890693522,649.2733156499976,1015.1516299,202.33162720000007,1535.3097878489978,1071.8378902400002,1566.1781156300033,288.9361199,607.1,1807.3408198000002,5242.4,9779.0495768,13546.8033703
217,8383.819349200001,1193.2081445669999,607.6322752200005,957.6265653,216.44691520000003,1479.128644298998,1032.78469507,1503.9748641500005,265.2734729,568.7,1675.7971506,4907.8,9302.2528079,12886.3023585
218,8141.4773355,1165.802208236,589.0517622100012,927.4854889999999,227.0081242,1443.9869986149963,1009.3771881199999,1471.3758451500016,256.155836,546.1,1607.9898818000001,4717.6,9033.3626291,12513.8119333
219,7998.1312411,1143.544689838,565.2804371600038,911.1983877,218.45238310000002,1428.9297910709965,997.575756653,1450.8486762600012,255.3395373,531.0,1561.5636742000002,4610.7,8874.3132095,12293.482627400002
220,7976.2729425,1143.2031020260001,561.1184185399974,908.8161234,224.53707660000003,1435.5872135529985,1000.020703263,1452.0477711200028,257.8546267,528.8,1553.1649648,4574.3,8850.060370000001,12259.885451900001
